"uid","vid","setNum","DeviantName","Harmonic","Pitch","Tempo","reactionTime","hit","engagement_notifi","Q1","Q2","Q3","age","gender","audition","vision","MultitaskingAbility","MultitaskingExperience","MusicExperience","UsingNotifi","computerExperience","handness","Env.Q1","Env.Q2","Env.Q3","Env.Q4","Env.Q5","Env.Q6","Duration","ageGroup"
"-LLSA_fBwN4n_duOOTnn","video1","Set1","ComplexLowSlow","Complex","Low","Slow",1229,1,16,"Right","Right","Right",37,"Male","Yes","Yes","Mid","Sometimes","Experienced","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","1400","adult"
"-LLSA_fBwN4n_duOOTnn","video1","Set1","SimpleLowSlow","Simple","Low","Slow",1110,1,16,"Right","Right","Right",37,"Male","Yes","Yes","Mid","Sometimes","Experienced","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","900","adult"
"-LLSA_fBwN4n_duOOTnn","video1","Set1","ComplexHighFast","Complex","High","Fast",1092,1,16,"Right","Right","Right",37,"Male","Yes","Yes","Mid","Sometimes","Experienced","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","875","adult"
"-LLSA_fBwN4n_duOOTnn","video1","Set1","ComplexHighSlow","Complex","High","Slow",1357,1,16,"Right","Right","Right",37,"Male","Yes","Yes","Mid","Sometimes","Experienced","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","1400","adult"
"-LLSA_fBwN4n_duOOTnn","video1","Set1","SimpleHighFast","Simple","High","Fast",1102,1,16,"Right","Right","Right",37,"Male","Yes","Yes","Mid","Sometimes","Experienced","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","562","adult"
"-LLSA_fBwN4n_duOOTnn","video1","Set1","SimpleHighSlow","Simple","High","Slow",1076,1,16,"Right","Right","Right",37,"Male","Yes","Yes","Mid","Sometimes","Experienced","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","900","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","ComplexHighFast","Complex","High","Fast",1741,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","875","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","ComplexHighSlow","Complex","High","Slow",1852,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","1400","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","ComplexLowSlow","Complex","Low","Slow",1533,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","1400","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","ComplexLowFast","Complex","Low","Fast",1447,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","875","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","SimpleHighSlow","Simple","High","Slow",1155,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","900","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","SimpleLowFast","Simple","Low","Fast",1149,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","562","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","SimpleLowSlow","Simple","Low","Slow",1115,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","900","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","SimpleHighFast","Simple","High","Fast",1148,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","562","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","SimpleLowFast","Simple","Low","Fast",1365,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","562","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","ComplexHighFast","Complex","High","Fast",1914,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","875","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","SimpleHighSlow","Simple","High","Slow",2444,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","900","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","ComplexLowSlow","Complex","Low","Slow",1653,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","1400","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","SimpleHighFast","Simple","High","Fast",1805,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","562","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","ComplexLowFast","Complex","Low","Fast",2083,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","875","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","SimpleLowSlow","Simple","Low","Slow",1948,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","900","adult"
"-LLSAdwTzHk9oEGeWAv8","video1","Set1","ComplexHighSlow","Complex","High","Slow",3114,1,16,"Right","Right","Right",25,"Male","Yes","Yes","Good","Often","None","Often","Medium","ambidextrous","laptopTable","computerSpeaker","touchpad","Private","Noisy","LowPositive","1400","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","SimpleHighFast","Simple","High","Fast",3121,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","562","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","ComplexLowSlow","Complex","Low","Slow",3464,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","1400","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","SimpleLowSlow","Simple","Low","Slow",3019,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","900","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","ComplexLowFast","Complex","Low","Fast",3463,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","875","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","SimpleLowFast","Simple","Low","Fast",3449,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","562","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","SimpleHighSlow","Simple","High","Slow",2935,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","900","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","ComplexHighSlow","Complex","High","Slow",3287,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","1400","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","ComplexHighFast","Complex","High","Fast",3326,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","875","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","ComplexLowFast","Complex","Low","Fast",3559,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","875","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","SimpleLowSlow","Simple","Low","Slow",3237,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","900","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","SimpleLowFast","Simple","Low","Fast",3068,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","562","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","SimpleHighFast","Simple","High","Fast",3192,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","562","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","SimpleHighSlow","Simple","High","Slow",2868,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","900","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","ComplexHighFast","Complex","High","Fast",3006,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","875","adult"
"-LLSAeXDEWaDUNywF1c8","video1","Set1","ComplexHighSlow","Complex","High","Slow",3380,1,15,"Right","Right","Right",33,"Male","Yes","Yes","Mid","Sometimes","Somewhat","Sometimes","Medium","right","monitorTable","earphone","mouse","Private","Quiet","LowPositive","1400","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","SimpleHighFast","Simple","High","Fast",924,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","562","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","ComplexLowSlow","Complex","Low","Slow",1494,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","1400","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","SimpleLowSlow","Simple","Low","Slow",1413,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","900","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","ComplexLowFast","Complex","Low","Fast",1486,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","875","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","SimpleLowFast","Simple","Low","Fast",1220,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","562","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","SimpleHighSlow","Simple","High","Slow",1239,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","900","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","ComplexHighSlow","Complex","High","Slow",1406,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","1400","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","ComplexHighFast","Complex","High","Fast",1612,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","875","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","ComplexLowSlow","Complex","Low","Slow",2303,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","1400","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","ComplexLowFast","Complex","Low","Fast",1598,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","875","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","SimpleLowSlow","Simple","Low","Slow",1123,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","900","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","SimpleLowFast","Simple","Low","Fast",1181,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","562","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","SimpleHighFast","Simple","High","Fast",1136,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","562","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","SimpleHighSlow","Simple","High","Slow",1132,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","900","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","ComplexHighFast","Complex","High","Fast",1372,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","875","adult"
"-LLSAig28n09ZDthDydw","video1","Set1","ComplexHighSlow","Complex","High","Slow",1204,1,16,"Wrong","Right","Right",33,"Female","Yes","Yes","Mid","Sometimes","None","Sometimes","Medium","left","monitorTable","externalSpeaker","mouse","Private","Quiet","LowPositive","1400","adult"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","SimpleLowFast","Simple","Low","Fast",1218,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","562","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","ComplexLowSlow","Complex","Low","Slow",2715,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","1400","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","ComplexHighSlow","Complex","High","Slow",2170,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","1400","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","SimpleHighFast","Simple","High","Fast",978,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","562","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","SimpleHighSlow","Simple","High","Slow",1082,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","900","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","SimpleLowSlow","Simple","Low","Slow",1666,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","900","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","ComplexHighFast","Complex","High","Fast",2090,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","875","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","ComplexLowFast","Complex","Low","Fast",2002,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","875","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","SimpleLowFast","Simple","Low","Fast",1274,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","562","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","ComplexLowFast","Complex","Low","Fast",1842,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","875","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","ComplexLowSlow","Complex","Low","Slow",1842,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","1400","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","SimpleLowSlow","Simple","Low","Slow",1499,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","900","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","ComplexHighFast","Complex","High","Fast",1939,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","875","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","ComplexHighSlow","Complex","High","Slow",2626,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","1400","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","SimpleHighFast","Simple","High","Fast",1299,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","562","elder"
"-LLSAk8c0KIRNhJXZBof","video1","Set1","SimpleHighSlow","Simple","High","Slow",1658,1,16,"Right","Wrong","Wrong",52,"Male","Yes","Yes","Bad","Sometimes","None","Sometimes","Medium","right","monitorTable","externalSpeaker","mouse","Private","Noisy","LowPositive","900","elder"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","SimpleHighFast","Simple","High","Fast",1130,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","562","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","ComplexLowSlow","Complex","Low","Slow",1016,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","1400","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","SimpleLowSlow","Simple","Low","Slow",1073,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","900","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","ComplexLowFast","Complex","Low","Fast",1137,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","875","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","SimpleLowFast","Simple","Low","Fast",992,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","562","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","SimpleHighSlow","Simple","High","Slow",977,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","900","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","ComplexHighSlow","Complex","High","Slow",969,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","1400","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","ComplexHighFast","Complex","High","Fast",1009,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","875","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","ComplexLowSlow","Complex","Low","Slow",992,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","1400","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","ComplexLowFast","Complex","Low","Fast",1050,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","875","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","SimpleLowSlow","Simple","Low","Slow",1049,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","900","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","SimpleLowFast","Simple","Low","Fast",994,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","562","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","SimpleHighFast","Simple","High","Fast",960,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","562","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","SimpleHighSlow","Simple","High","Slow",1000,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","900","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","ComplexHighFast","Complex","High","Fast",1105,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","875","adult"
"-LLSAmYoqtDRQGbwNTvq","video1","Set1","ComplexHighSlow","Complex","High","Slow",992,1,16,"Wrong","Right","Right",27,"Male","Yes","Yes","Mid","Sometimes","None","Rarely","Low","right","monitorTable","earphone","mouse","Private","Noisy","LowPositive","1400","adult"
"-LLSAnHpoTGN1MKDX-zC","video1","Set1","SimpleLowFast","Simple","Low","Fast",1247,1,16,"Right","Right","Right",26,"Male","Yes","Yes","Mid","Often","None","Sometimes","High","left","laptopTable","computerSpeaker","touchpad","Private","Quiet","LowPositive","562","adult"
"-LLSAnHpoTGN1MKDX-zC","video1","Set1","ComplexLowSlow","Complex","Low","Slow",2616,1,16,"Right","Right","Right",26,"Male","Yes","Yes","Mid","Often","None","Sometimes","High","left","laptopTable","computerSpeaker","touchpad","Private","Quiet","LowPositive","1400","adult"
"-LLSAnHpoTGN1MKDX-zC","video1","Set1","ComplexHighSlow","Complex","High","Slow",1952,1,16,"Right","Right","Right",26,"Male","Yes","Yes","Mid","Often","None","Sometimes","High","left","laptopTable","computerSpeaker","touchpad","Private","Quiet","LowPositive","1400","adult"
"-LLSAnHpoTGN1MKDX-zC","video1","Set1","SimpleHighFast","Simple","High","Fast",1633,1,16,"Right","Right","Right",26,"Male","Yes","Yes","Mid","Often","None","Sometimes","High","left","laptopTable","computerSpeaker","touchpad","Private","Quiet","LowPositive","562","adult"
"-LLSAnHpoTGN1MKDX-zC","video1","Set1","SimpleHighSlow","Simple","High","Slow",1909,1,16,"Right","Right","Right",26,"Male","Yes","Yes","Mid","Often","None","Sometimes","High","left","laptopTable","computerSpeaker","touchpad","Private","Quiet","LowPositive","900","adult"
"-LLSAnHpoTGN1MKDX-zC","video1","Set1","SimpleLowSlow","Simple","Low","Slow",1766,1,16,"Right","Right","Right",26,"Male","Yes","Yes","Mid","Often","None","Sometimes","High","left","laptopTable","computerSpeaker","touchpad","Private","Quiet","LowPositive","900","adult"
"-LLSAnHpoTGN1MKDX-zC","video1","Set1","ComplexHighFast","Complex","High","Fast",2363,1,16,"Right","Right","Right",26,"Male","Yes","Yes","Mid","Often","None","Sometimes","High","left","laptopTable","computerSpeaker","touchpad","Private","Quiet","LowPositive","875","adult"
"-LLSAnHpoTGN1MKDX-zC","video1","Set1","ComplexLowFast","Complex","Low","Fast",1858,1,16,"Right","Right","Right",26,"Male","Yes","Yes","Mid","Often","None","Sometimes","High","left","laptopTable","computerSpeaker","touchpad","Private","Quiet","LowPositive","875","adult"
"-LLSAnHpoTGN1MKDX-zC","video1","Set1","SimpleLowFast","Simple","Low","Fast",1566,1,16,"Right","Right","Right",26,"Male","Yes","Yes","Mid","Often","None","Sometimes","High","left","laptopTable","computerSpeaker","touchpad","Private","Quiet","LowPositive","562","adult"
"-LLSAnHpoTGN1MKDX-zC","video1","Set1","ComplexLowFast","Complex","Low","Fast",1833,1,16,"Right","Right","Right",26,"Male","Yes","Yes","Mid","Often","None","Sometimes","High","left","laptopTable","computerSpeaker","touchpad","Private","Quiet","LowPositive","875","adult"
"-LLSAnHpoTGN1MKDX-zC","video1","Set1","ComplexLowSlow","Complex","Low","Slow",1634,1,16,"Right","Right","Right",26,"Male","Yes","Yes","Mid","Often","None","Sometimes","High","left","laptopTable","computerSpeaker","touchpad","Private","Quiet","LowPositive","1400","adult"
"-LLSAnHpoTGN1MKDX-zC","video1","Set1","SimpleLowSlow","Simple","Low","Slow",1857,1,16,"Right","Right","Right",26,"Male","Yes","Yes","Mid","Often","None","Sometimes","High","left","laptopTable","computerSpeaker","touchpad","Private","Quiet","LowPositive","900","adult"
"-LLSAnHpoTGN1MKDX-zC","video1","Set1","ComplexHighFast","Complex","High","Fast",2046,1,16,"Right","Right","Right",26,"Male","Yes","Yes","Mid","Often","None","Sometimes","High","left","laptopTable","computerSpeaker","touchpad","Private","Quiet","LowPositive","875","adult"
